vdom,name,category,protocol,tcp-portrange,udp-portrange,protocol-number,visibility,icmptype,explicit-proxy
CT901CASH1,TCP-5900-5999,HKEX_USE,,5900-5999,,,,,
CT901CASH1,TCP/55655,HKEX_USE,,55655,,,,,
CT901CASH1,TCP/30088,HKEX_USE,,30088,,,,,
CT901CASH1,TCP/5023,HKEX_USE,,5023,,,,,
CT901CASH1,TCP/9443,HKEX_USE,,9443,,,,,
CT901CASH1,TCP/30001-30002,HKEX_USE,,30001-30002,,,,,
CT901CASH1,TCP/10700,HKEX_USE,,10700,,,,,
CT901CASH1,TCP/10704-10705,HKEX_USE,,10704-10705,,,,,
CT901CASH1,TCP/10711,HKEX_USE,,10711,,,,,
CT901CASH1,TCP/10715,HKEX_USE,,10715,,,,,
CT901CASH1,TCP/10717,HKEX_USE,,10717,,,,,
CT901CASH1,TCP/10720,HKEX_USE,,10720,,,,,
CT901CASH1,TCP/10724,HKEX_USE,,10724,,,,,
CT901CASH1,TCP/1960-1962,HKEX_USE,,1960-1962,,,,,
CT901CASH1,TCP/1965-1966,HKEX_USE,,1965-1966,,,,,
CT901CASH1,TCP/20-22,HKEX_USE,,20-22,,,,,
CT901CASH1,TCP/40000-41000,HKEX_USE,,40000-41000,,,,,
CT901CASH1,TCP/20022,HKEX_USE,,20022,,,,,
CT901CASH1,TCP/20444,HKEX_USE,,20444,,,,,
CT901CASH1,TCP/1080,HKEX_USE,,1080,,,,,
CT901CASH1,PORT_TENABLE_1,HKEX_USE,,22 445 1500-1600 1433-1435 1888 50000-52000,,,,,
CT901CASH1,TCP/2000,HKEX_USE,,2000,,,,,
CT901CASH1,TCP/2810,HKEX_USE,,2810,,,,,
CT901CASH1,TCP/3000,HKEX_USE,,3000,,,,,
CT901CASH1,TCP/3810,HKEX_USE,,3810,,,,,
CT901CASH1,TCP/35525,HKEX_USE,,35525,,,,,
CT901CASH1,TCP/35650,HKEX_USE,,35650,,,,,
CT901CASH1,TCP/35891,HKEX_USE,,35891,,,,,
CT901CASH1,TCP/35905,HKEX_USE,,35905,,,,,
CT901CASH1,TCP/35525-35526,HKEX_USE,,35525-35526,,,,,
CT901CASH1,TCP/35650-35651,HKEX_USE,,35650-35651,,,,,
CT901CASH1,TCP/35891-36892,HKEX_USE,,35891-36892,,,,,
CT901CASH1,TCP/35905-35906,HKEX_USE,,35905-35906,,,,,
CT901CASH1,TCP/38080-38081,HKEX_USE,,38080-38081,,,,,
CT901CASH1,TCP/38090,HKEX_USE,,38090,,,,,
CT901CASH1,TCP/38620,HKEX_USE,,38620,,,,,
CT901CASH1,TCP/55975,HKEX_USE,,55975,,,,,
CT901CASH1,TCP/55388-55390,HKEX_USE,,55388-55390,,,,,
CT901CASH1,PORT_ESXI_MGT,,,22 427 443 902 5988-5989,427 443 6999 12345 23451,,,,
CT901CASH1,PORT_ESXI_Send,,,443 5989 8000-8001,902 6500,,,,
CT901CASH1,TCP/902,,,902,,,,,
CT901CASH1,TCP/23,HKEX_USE,,23,,,,,
CT901CASH1,TCP/623,HKEX_USE,,623,,,,,
CT901CASH1,TCP/27171,HKEX_USE,,27171,,,,,
CT901CASH1,TCP/39329,HKEX_USE,,39329,,,,,
CT901CASH1,TCP/31329,HKEX_USE,,31329,,,,,
CT901CASH1,TCP/32329,HKEX_USE,,32329,,,,,
CT901CASH1,TCP/14002,HKEX_USE,,14002,,,,,
CT901CASH1,PORT_CCMDD,HKEX_USE,,20040 20060 20140 20160 20220 20230 21040 21060 21140 21160 21220 21230 20930 21930 20110 21110,,,,,
CT901CASH1,PORT_SZMDD,HKEX_USE,,25040 25060 25140 25160 25220 25230 26040 26060 26140 26160 26220 26230 25930 26930 25110 26110,,,,,
CT901CASH1,PORT_EZOES,HKEX_USE,,30040-30049 30060-30069 30140-30149 30160-30169 30220-30229 30230-30239 30930-30939 30110-30119 30180-30189 30190-30199 30950-30959 30310-30319 30330-30339 30300-30309 30360-30369,,,,,
CT901CASH1,PORT_TGW,HKEX_USE,,45045-45057 45065-45067 45145-45147 45165-45167 45225-45227 45235-45237 45935-45937 45115-45117 45185-45187 45195-45197 45955-45957 45315-45317 45335-45337 45305-45307 45365-45367,,,,,
CT901CASH1,TCP/434,HKEX_USE,,434,,,,,
CT901CASH1,TCP/1433-1434,HKEX_USE,,1433-1434,,,,,
CT901CASH1,TCP/443-444,HKEX_USE,,443-444,,,,,
CT901CASH1,TCP/7001-7020,HKEX_USE,,7001-7020,,,,,
CT901CASH1,PORT_Antivirus,HKEX_USE,,139 445 2967 8014,137 138,,,,
CT901CASH1,TCP/63001,HKEX_USE,,63001,,,,,
CT901CASH1,TCP/62003,HKEX_USE,,62003,,,,,
CT901CASH1,TCP/31100-31400,HKEX_USE,,31100-31400,,,,,
CT901CASH1,TCP/1521,HKEX_USE,,1521,,,,,
CT901CASH1,TCP/9090,HKEX_USE,,9090,,,,,
CT901CASH1,TCP/111,HKEX_USE,,111,,,,,
CT901CASH1,TCP/2019,HKEX_USE,,2019,,,,,
CT901CASH1,TCP/2052,HKEX_USE,,2052,,,,,
CT901CASH1,Port_DataDomain_MGT,HKEX_USE,,7 22 111 131 163 2049 2052,7 22 111 131 163 2049 2052,,,,
CT901CASH1,TCP/7444,HKEX_USE,,7444,,,,,
CT901CASH1,TCP/33100-33400,HKEX_USE,,33100-33400,,,,,
CT901CASH1,TCP/38020,HKEX_USE,,38020,,,,,
CT901CASH1,TCP/7937-9936,HKEX_USE,,7937-9936,,,,,
CT901CASH1,UDP/9090,HKEX_USE,,,9090,,,,
CT901CASH1,UDP/7937-9936,HKEX_USE,,,7937-9936,,,,
CT901CASH1,UDP/443,HKEX_USE,,,443,,,,
CT901CASH1,UDP/7444,HKEX_USE,,,7444,,,,
CT901CASH1,TCP/7778-7779,HKEX_USE,,7778-7779,,,,,
CT901CASH1,TCP/8509,HKEX_USE,,8509,,,,,
CT901CASH1,UDP/7778-7779,HKEX_USE,,,7778-7779,,,,
CT901CASH1,UDP/8509,HKEX_USE,,,8509,,,,
CT901CASH1,UDP/9443,HKEX_USE,,,9443,,,,
CT901CASH1,TCP/61001-61002,HKEX_USE,,61001-61002,,,,,
CT901CASH1,TCP/62001-62004,HKEX_USE,,62001-62004,,,,,
CT901CASH1,TCP/55388-55391,HKEX_USE,,55388-55391,,,,,
CT901CASH1,TCP/55380-55382,HKEX_USE,,55380-55382,,,,,
CT901CASH1,TCP/55385,HKEX_USE,,55385,,,,,
CT901CASH1,TCP/50000-65535,HKEX_USE,,50000-65535,,,,,
CT901CASH1,TCP/30001-30010,HKEX_USE,,30001-30010,,,,,
CT901CASH1,PORT_CCMDD2,HKEX_USE,,20180 21180 20190 21190 20950 21950 20310 21310 20330 21330 20300 21300 20360 21360,,,,,
CT901CASH1,PORT_SZMDD2,HKEX_USE,,25180 26180 25190 26190 25950 26950 25310 26310 25330 26330 25300 26300 25360 26360,,,,,
CT901CASH1,TCP/22310,HKEX_USE,,22310,,,,,
CT901CASH1,TCP/22950,HKEX_USE,,22950,,,,,
CT901CASH1,TCP/22110,HKEX_USE,,22110,,,,,
CT901CASH1,TCP/22190,HKEX_USE,,22190,,,,,
CT901CASH1,TCP/27310,HKEX_USE,,27310,,,,,
CT901CASH1,TCP/27950,HKEX_USE,,27950,,,,,
CT901CASH1,TCP/27110,HKEX_USE,,27110,,,,,
CT901CASH1,TCP/27190,HKEX_USE,,27190,,,,,
CT901CASH1,TCP/55955,HKEX_USE,,55955,,,,,
CT901CASH1,TCP/55965,HKEX_USE,,55965,,,,,
CT901CASH1,TCP/55985,HKEX_USE,,55985,,,,,
CT901CASH1,TCP/55995,HKEX_USE,,55995,,,,,
CT901CASH1,TCP/38630,HKEX_USE,,38630,,,,,
CT901CASH1,TCP/55388-55393,HKEX_USE,,55388-55393,,,,,
CT901CASH1,TCP/38000-38999,HKEX_USE,,38000-38999,,,,,
CT901CASH1,TCP/1818,HKEX_USE,,1818,,,,,
CT901CASH1,TCP/21818,HKEX_USE,,21818,,,,,
CT901CASH1,TCP/1919,HKEX_USE,,1919,,,,,
CT901CASH1,TCP/21919,HKEX_USE,,21919,,,,,
CT901CASH1,TCP/33900,HKEX_USE,,33900,,,,,
CT901CASH1,TCP/50006-50007,HKEX_USE,,50006-50007,,,,,
CT901CASH1,TCP/51006-51007,HKEX_USE,,51006-51007,,,,,
CT901CASH1,TCP/8021,HKEX_USE,,8021,,,,,
CT901CASH1,TCP/8888-8889,HKEX_USE,,8888-8889,,,,,
CT901CASH1,TCP/33751-33755,HKEX_USE,,33751-33755,,,,,
CT901CASH1,TCP/31201-31202,HKEX_USE,,31201-31202,,,,,
CT901CASH1,TCP/31251-31252,HKEX_USE,,31251-31252,,,,,
CT901CASH1,TCP/31301-31302,HKEX_USE,,31301-31302,,,,,
CT901CASH1,TCP/31351-31352,HKEX_USE,,31351-31352,,,,,
CT901CASH1,TCP/31101-31102,HKEX_USE,,31101-31102,,,,,
CT901CASH1,TCP/30101-30102,HKEX_USE,,30101-30102,,,,,
CT901CASH1,TCP/30401-30403,HKEX_USE,,30401-30403,,,,,
CT901CASH1,TCP/30451-30453,HKEX_USE,,30451-30453,,,,,
CT901CASH1,TCP/30301-30302,HKEX_USE,,30301-30302,,,,,
CT901CASH1,TCP/30351-30352,HKEX_USE,,30351-30352,,,,,
CT901CASH1,TCP/7001,HKEX_USE,,7001,,,,,
CT901CASH1,TCP/7006,HKEX_USE,,7006,,,,,
CT901CASH1,TCP/7015,HKEX_USE,,7015,,,,,
CT901CASH1,TCP/7016,HKEX_USE,,7016,,,,,
CT901CASH1,TCP/7022,HKEX_USE,,7022,,,,,
CT901CASH1,TCP/7019,HKEX_USE,,7019,,,,,
CT901CASH1,TCP/7021,HKEX_USE,,7021,,,,,
CT901CASH1,TCP/7018,HKEX_USE,,7018,,,,,
CT901CASH1,TCP/27140,HKEX_USE,,27140,,,,,
CT901CASH1,TCP/27060,HKEX_USE,,27060,,,,,
CT901CASH1,TCP/27040,HKEX_USE,,27040,,,,,
CT901CASH1,TCP/27220,HKEX_USE,,27220,,,,,
CT901CASH1,TCP/27160,HKEX_USE,,27160,,,,,
CT901CASH1,TCP/22140,HKEX_USE,,22140,,,,,
CT901CASH1,TCP/22060,HKEX_USE,,22060,,,,,
CT901CASH1,TCP/22040,HKEX_USE,,22040,,,,,
CT901CASH1,TCP/22220,HKEX_USE,,22220,,,,,
CT901CASH1,TCP/22160,HKEX_USE,,22160,,,,,
CT901CASH1,TCP/9084,HKEX_USE,,9084,,,,,
CT901CASH1,TCP/60006,HKEX_USE,,60006,,,,,
CT901CASH1,TCP/61006,HKEX_USE,,61006,,,,,
CT901CASH1,PORT_SDDC,HKEX_USE,,53 88 123 135 137 139 389 445 464 3268,,,,,
CT901CASH1,TCP/31328,HKEX_USE,,31328,,,,,
CT901CASH1,TCP/32328,HKEX_USE,,32328,,,,,
CT901CASH1,TCP/39328,HKEX_USE,,39328,,,,,
CT901CASH1,PORT_to_CCI_BMC,HKEX_USE,,2059 1828-1838 3181-3183,,,,,
CT901CASH1,PORT_from_CCI_BMC,HKEX_USE,,2059 1828-1838 3181-3183 3381 3481 3581 3681 3781 3881 3891,,,,,
CT901CASH1,TCP/427,HKEX_USE,,427,,,,,
CT901CASH1,UDP/6999,HKEX_USE,,,6999,,,,
CT901CASH1,UDP/12345,HKEX_USE,,,12345,,,,
CT901CASH1,UDP/23451,HKEX_USE,,,23451,,,,
CT901CASH1,TCP/5989,HKEX_USE,,5989,,,,,
CT901CASH1,TCP/8000,HKEX_USE,,8000,,,,,
CT901CASH1,TCP/8001,HKEX_USE,,8001,,,,,
CT901CASH1,UDP/6500,HKEX_USE,,,6500,,,,
CT901CASH1,PORT_AD_TCP,HKEX_USE,,53 3268-3269 389 636 135 1024-65535 445 88 464 137-139,,,,,
CT901CASH1,PORT_AD_UDP,HKEX_USE,,,53 123 389 636 500 4500 1024-65535 137-138 88 464,,,,
CT901CASH1,TCP/137-139,HKEX_USE,,137-139,,,,,
CT901CASH1,TCP/3121,HKEX_USE,,3121,,,,,
CT901CASH1,TCP/8905,HKEX_USE,,8905,,,,,
CT901CASH1,TCP/135,HKEX_USE,,135,,,,,
CT901CASH1,TCP/49152-65535,HKEX_USE,,49152-65535,,,,,
CT901CASH1,TCP/52040,HKEX_USE,,52040,,,,,
CT901CASH1,TCP/52060,HKEX_USE,,52060,,,,,
CT901CASH1,TCP/52140,HKEX_USE,,52140,,,,,
CT901CASH1,TCP/52220,HKEX_USE,,52220,,,,,
CT901CASH1,TCP/1024-65535,HKEX_USE,,1024-65535,,,,,
CT901HSN,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CT901HSN,SMB,File Access,,445,,,,,
CT901HSN,LDAP_UDP,Authentication,,,389,,,,
CT901HSN,KERBEROS,Authentication,,88 464,88 464,,,,
CT901HSN,SMTPS,Email,,465,,,,,
CT901HSN,SMTP,Email,,25,,,,,
CT901HSN,SAMBA,File Access,,139,,,,,
CT901HSN,POP3S,Email,,995,,,,,
CT901HSN,POP3,Email,,110,,,,,
CT901HSN,DCE-RPC,Remote Access,,135,135,,,,
CT901HSN,LDAP,Authentication,,389,,,,,
CT901HSN,IMAPS,Email,,993,,,,,
CT901HSN,IMAP,Email,,143,,,,,
CT901HSN,HTTPS,Web Access,,443,,,,,
CT901HSN,HTTP,Web Access,,80,,,,,
CT901HSN,DNS,Network Services,,53,53,,,,
CT901HSN,ALL,General,IP,,,,,,
CT901HSN,TCP/22,HKEX_USE,,22,,,,,
CT901HSN,"TCP/80,443",HKEX_USE,,80 443,,,,,
CT901HSN,TCP/80,HKEX_USE,,80,,,,,
CT901HSN,PORT_OCG_WAN,HKEX_USE,,23000-24000 50001-50100,,,,,
CT901HSN,ALL_ICMP,General,ICMP,,,,,,
CT901HSN,TCP/21,HKEX_USE,,21,,,,,
CT901HSN,PORT_OMDC_WAN,HKEX_USE,,55455-55655,,,,,
CT901HSN,TCP/10022,HKEX_USE,,10022,,,,,
CT901HSN,PING,HKEX_USE,ICMP,,,,,8,
CT901HSN,TCP/33100-33400,HKEX_USE,,33100-33400,,,,,
CT901SZMC1,ALL,General,IP,,,,,,
CT901SZMC1,ALL_TCP,General,,1-65535,,,,,
CT901SZMC1,ALL_UDP,General,,,1-65535,,,,
CT901SZMC1,ALL_ICMP,General,ICMP,,,,,,
CT901SZMC1,ALL_ICMP6,General,ICMP6,,,,,,
CT901SZMC1,GRE,Tunneling,IP,,,47,,,
CT901SZMC1,AH,Tunneling,IP,,,51,,,
CT901SZMC1,ESP,Tunneling,IP,,,50,,,
CT901SZMC1,AOL,,,5190-5194,,,disable,,
CT901SZMC1,BGP,Network Services,,179,,,,,
CT901SZMC1,DHCP,Network Services,,,67-68,,,,
CT901SZMC1,DNS,Network Services,,53,53,,,,
CT901SZMC1,FINGER,,,79,,,disable,,
CT901SZMC1,FTP,File Access,,21,,,,,
CT901SZMC1,FTP_GET,File Access,,21,,,,,
CT901SZMC1,FTP_PUT,File Access,,21,,,,,
CT901SZMC1,GOPHER,,,70,,,disable,,
CT901SZMC1,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
CT901SZMC1,HTTP,Web Access,,80,,,,,
CT901SZMC1,HTTPS,Web Access,,443,,,,,
CT901SZMC1,IKE,Tunneling,,,500 4500,,,,
CT901SZMC1,IMAP,Email,,143,,,,,
CT901SZMC1,IMAPS,Email,,993,,,,,
CT901SZMC1,Internet-Locator-Service,,,389,,,disable,,
CT901SZMC1,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
CT901SZMC1,L2TP,Tunneling,,1701,1701,,,,
CT901SZMC1,LDAP,Authentication,,389,,,,,
CT901SZMC1,NetMeeting,,,1720,,,disable,,
CT901SZMC1,NFS,File Access,,111 2049,111 2049,,,,
CT901SZMC1,NNTP,,,119,,,disable,,
CT901SZMC1,NTP,Network Services,,123,123,,,,
CT901SZMC1,OSPF,Network Services,IP,,,89,,,
CT901SZMC1,PC-Anywhere,Remote Access,,5631,5632,,,,
CT901SZMC1,PING,Network Services,ICMP,,,,,8,
CT901SZMC1,TIMESTAMP,,ICMP,,,,disable,13,
CT901SZMC1,INFO_REQUEST,,ICMP,,,,disable,15,
CT901SZMC1,INFO_ADDRESS,,ICMP,,,,disable,17,
CT901SZMC1,ONC-RPC,Remote Access,,111,111,,,,
CT901SZMC1,DCE-RPC,Remote Access,,135,135,,,,
CT901SZMC1,POP3,Email,,110,,,,,
CT901SZMC1,POP3S,Email,,995,,,,,
CT901SZMC1,PPTP,Tunneling,,1723,,,,,
CT901SZMC1,QUAKE,,,,26000 27000 27910 27960,,disable,,
CT901SZMC1,RAUDIO,,,,7070,,disable,,
CT901SZMC1,REXEC,,,512,,,disable,,
CT901SZMC1,RIP,Network Services,,,520,,,,
CT901SZMC1,RLOGIN,,,513:512-1023,,,disable,,
CT901SZMC1,RSH,,,514:512-1023,,,disable,,
CT901SZMC1,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
CT901SZMC1,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
CT901SZMC1,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
CT901SZMC1,SAMBA,File Access,,139,,,,,
CT901SZMC1,SMTP,Email,,25,,,,,
CT901SZMC1,SMTPS,Email,,465,,,,,
CT901SZMC1,SNMP,Network Services,,161-162,161-162,,,,
CT901SZMC1,SSH,Remote Access,,22,,,,,
CT901SZMC1,SYSLOG,Network Services,,,514,,,,
CT901SZMC1,TALK,,,,517-518,,disable,,
CT901SZMC1,TELNET,Remote Access,,23,,,,,
CT901SZMC1,TFTP,File Access,,,69,,,,
CT901SZMC1,MGCP,,,,2427 2727,,disable,,
CT901SZMC1,UUCP,,,540,,,disable,,
CT901SZMC1,VDOLIVE,,,7000-7010,,,disable,,
CT901SZMC1,WAIS,,,210,,,disable,,
CT901SZMC1,WINFRAME,,,1494 2598,,,disable,,
CT901SZMC1,X-WINDOWS,Remote Access,,6000-6063,,,,,
CT901SZMC1,PING6,,ICMP6,,,,disable,128,
CT901SZMC1,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
CT901SZMC1,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
CT901SZMC1,RDP,Remote Access,,3389,,,,,
CT901SZMC1,VNC,Remote Access,,5900,,,,,
CT901SZMC1,DHCP6,Network Services,,,546 547,,,,
CT901SZMC1,SQUID,Tunneling,,3128,,,,,
CT901SZMC1,SOCKS,Tunneling,,1080,1080,,,,
CT901SZMC1,WINS,Remote Access,,1512,1512,,,,
CT901SZMC1,RADIUS,Authentication,,,1812 1813,,,,
CT901SZMC1,RADIUS-OLD,,,,1645 1646,,disable,,
CT901SZMC1,CVSPSERVER,,,2401,2401,,disable,,
CT901SZMC1,AFS3,File Access,,7000-7009,7000-7009,,,,
CT901SZMC1,TRACEROUTE,Network Services,,,33434-33535,,,,
CT901SZMC1,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
CT901SZMC1,MMS,,,1755,1024-5000,,disable,,
CT901SZMC1,KERBEROS,Authentication,,88 464,88 464,,,,
CT901SZMC1,LDAP_UDP,Authentication,,,389,,,,
CT901SZMC1,SMB,File Access,,445,,,,,
CT901SZMC1,NONE,,,0,,,disable,,
CT901SZMC1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CT901OTPC,ALL,General,IP,,,,,,
CT901OTPC,ALL_TCP,General,,1-65535,,,,,
CT901OTPC,ALL_UDP,General,,,1-65535,,,,
CT901OTPC,ALL_ICMP,General,ICMP,,,,,,
CT901OTPC,ALL_ICMP6,General,ICMP6,,,,,,
CT901OTPC,GRE,Tunneling,IP,,,47,,,
CT901OTPC,AH,Tunneling,IP,,,51,,,
CT901OTPC,ESP,Tunneling,IP,,,50,,,
CT901OTPC,AOL,,,5190-5194,,,disable,,
CT901OTPC,BGP,Network Services,,179,,,,,
CT901OTPC,DHCP,Network Services,,,67-68,,,,
CT901OTPC,DNS,Network Services,,53,53,,,,
CT901OTPC,FINGER,,,79,,,disable,,
CT901OTPC,FTP,File Access,,21,,,,,
CT901OTPC,FTP_GET,File Access,,21,,,,,
CT901OTPC,FTP_PUT,File Access,,21,,,,,
CT901OTPC,GOPHER,,,70,,,disable,,
CT901OTPC,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
CT901OTPC,HTTP,Web Access,,80,,,,,
CT901OTPC,HTTPS,Web Access,,443,,,,,
CT901OTPC,IKE,Tunneling,,,500 4500,,,,
CT901OTPC,IMAP,Email,,143,,,,,
CT901OTPC,IMAPS,Email,,993,,,,,
CT901OTPC,Internet-Locator-Service,,,389,,,disable,,
CT901OTPC,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
CT901OTPC,L2TP,Tunneling,,1701,1701,,,,
CT901OTPC,LDAP,Authentication,,389,,,,,
CT901OTPC,NetMeeting,,,1720,,,disable,,
CT901OTPC,NFS,File Access,,111 2049,111 2049,,,,
CT901OTPC,NNTP,,,119,,,disable,,
CT901OTPC,NTP,Network Services,,123,123,,,,
CT901OTPC,OSPF,Network Services,IP,,,89,,,
CT901OTPC,PC-Anywhere,Remote Access,,5631,5632,,,,
CT901OTPC,PING,Network Services,ICMP,,,,,8,
CT901OTPC,TIMESTAMP,,ICMP,,,,disable,13,
CT901OTPC,INFO_REQUEST,,ICMP,,,,disable,15,
CT901OTPC,INFO_ADDRESS,,ICMP,,,,disable,17,
CT901OTPC,ONC-RPC,Remote Access,,111,111,,,,
CT901OTPC,DCE-RPC,Remote Access,,135,135,,,,
CT901OTPC,POP3,Email,,110,,,,,
CT901OTPC,POP3S,Email,,995,,,,,
CT901OTPC,PPTP,Tunneling,,1723,,,,,
CT901OTPC,QUAKE,,,,26000 27000 27910 27960,,disable,,
CT901OTPC,RAUDIO,,,,7070,,disable,,
CT901OTPC,REXEC,,,512,,,disable,,
CT901OTPC,RIP,Network Services,,,520,,,,
CT901OTPC,RLOGIN,,,513:512-1023,,,disable,,
CT901OTPC,RSH,,,514:512-1023,,,disable,,
CT901OTPC,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
CT901OTPC,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
CT901OTPC,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
CT901OTPC,SAMBA,File Access,,139,,,,,
CT901OTPC,SMTP,Email,,25,,,,,
CT901OTPC,SMTPS,Email,,465,,,,,
CT901OTPC,SNMP,Network Services,,161-162,161-162,,,,
CT901OTPC,SSH,Remote Access,,22,,,,,
CT901OTPC,SYSLOG,Network Services,,,514,,,,
CT901OTPC,TALK,,,,517-518,,disable,,
CT901OTPC,TELNET,Remote Access,,23,,,,,
CT901OTPC,TFTP,File Access,,,69,,,,
CT901OTPC,MGCP,,,,2427 2727,,disable,,
CT901OTPC,UUCP,,,540,,,disable,,
CT901OTPC,VDOLIVE,,,7000-7010,,,disable,,
CT901OTPC,WAIS,,,210,,,disable,,
CT901OTPC,WINFRAME,,,1494 2598,,,disable,,
CT901OTPC,X-WINDOWS,Remote Access,,6000-6063,,,,,
CT901OTPC,PING6,,ICMP6,,,,disable,128,
CT901OTPC,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
CT901OTPC,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
CT901OTPC,RDP,Remote Access,,3389,,,,,
CT901OTPC,VNC,Remote Access,,5900,,,,,
CT901OTPC,DHCP6,Network Services,,,546 547,,,,
CT901OTPC,SQUID,Tunneling,,3128,,,,,
CT901OTPC,SOCKS,Tunneling,,1080,1080,,,,
CT901OTPC,WINS,Remote Access,,1512,1512,,,,
CT901OTPC,RADIUS,Authentication,,,1812 1813,,,,
CT901OTPC,RADIUS-OLD,,,,1645 1646,,disable,,
CT901OTPC,CVSPSERVER,,,2401,2401,,disable,,
CT901OTPC,AFS3,File Access,,7000-7009,7000-7009,,,,
CT901OTPC,TRACEROUTE,Network Services,,,33434-33535,,,,
CT901OTPC,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
CT901OTPC,MMS,,,1755,1024-5000,,disable,,
CT901OTPC,KERBEROS,Authentication,,88 464,88 464,,,,
CT901OTPC,LDAP_UDP,Authentication,,,389,,,,
CT901OTPC,SMB,File Access,,445,,,,,
CT901OTPC,NONE,,,0,,,disable,,
CT901OTPC,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CT901OTPC,PORT_DOLLARU,HKEX_USE,,4184 10600 10601 10605 10606 10611 10612 10615 10620 10621,,,,,
CT901OTPC,TCP/22,HKEX_USE,,22,,,,,
CT901OTPC,TCP/38000-39000,HKEX_USE,,38000-39000,,,,,
CT901OTPC,TCP/1888-1889,HKEX_USE,,1888-1889,,,,,
CT901OTPC,TCP/30088,HKEX_USE,,30088,,,,,
CT901OTPC,TCP/25000,HKEX_USE,,25000,,,,,
CT901OTPC,UDP/162-163,HKEX_USE,,,162-163,,,,
CT901OTPC,PORT_Network_Backup,HKEX_USE,,111 514 2049 2051 2052 4001 7937-9936,111 514 2049 2051 2052 4001 7937-9936,,,,
CT901OTPC,PORT_BMC_Monitor,HKEX_USE,,2059 1828-1838 3181-3183 12124 9840-9842 1533,,,,,
CT901OTPC,PORT_ILO,HKEX_USE,,22 23 80 443 3389 17988 9300 17990 3002,,,,,
CT901OTPC,UDP/123,HKEX_USE,,,123,,,,
CT901OTPC,TCP/80,HKEX_USE,,80,,,,,
CT901OTPC,TCP/38085,HKEX_USE,,38085,,,,,
CT901OTPC,TCP/38066,HKEX_USE,,38066,,,,,
CT901OTPC,TCP/1885-1886,HKEX_USE,,1885-1886,,,,,
CT901OTPC,TCP/4750,HKEX_USE,,4750,,,,,
CT901OTPC,UDP/161-162,HKEX_USE,,,161-162,,,,
CT901OTPC,UDP/2162,HKEX_USE,,,2162,,,,
CT901OTPC,TCP/443,HKEX_USE,,443,,,,,
CT901OTPC,TCP/20004,HKEX_USE,,20004,,,,,
CT901OTPC,TCP/20006,HKEX_USE,,20006,,,,,
CT901OTPC,TCP/20014,HKEX_USE,,20014,,,,,
CT901OTPC,TCP/20022,HKEX_USE,,20022,,,,,
CT901OTPC,TCP/20040,HKEX_USE,,20040,,,,,
CT901OTPC,TCP/20060,HKEX_USE,,20060,,,,,
CT901OTPC,TCP/20140,HKEX_USE,,20140,,,,,
CT901OTPC,TCP/20220,HKEX_USE,,20220,,,,,
CT901OTPC,TCP/21040,HKEX_USE,,21040,,,,,
CT901OTPC,TCP/21060,HKEX_USE,,21060,,,,,
CT901OTPC,TCP/21140,HKEX_USE,,21140,,,,,
CT901OTPC,TCP/21220,HKEX_USE,,21220,,,,,
CT901OTPC,TCP/20160,HKEX_USE,,20160,,,,,
CT901OTPC,TCP/21160,HKEX_USE,,21160,,,,,
CT901OTPC,TCP/20230,HKEX_USE,,20230,,,,,
CT901OTPC,TCP/21230,HKEX_USE,,21230,,,,,
CT901OTPC,TCP/50040,HKEX_USE,,50040,,,,,
CT901OTPC,TCP/51040,HKEX_USE,,51040,,,,,
CT901OTPC,TCP/50060,HKEX_USE,,50060,,,,,
CT901OTPC,TCP/51060,HKEX_USE,,51060,,,,,
CT901OTPC,TCP/50140,HKEX_USE,,50140,,,,,
CT901OTPC,TCP/51140,HKEX_USE,,51140,,,,,
CT901OTPC,TCP/50160,HKEX_USE,,50160,,,,,
CT901OTPC,TCP/51160,HKEX_USE,,51160,,,,,
CT901OTPC,TCP/50220,HKEX_USE,,50220,,,,,
CT901OTPC,TCP/51220,HKEX_USE,,51220,,,,,
CT901OTPC,TCP/50230,HKEX_USE,,50230,,,,,
CT901OTPC,TCP/51230,HKEX_USE,,51230,,,,,
