vdom,name,category,protocol,tcp-portrange,udp-portrange,protocol-number,visibility,icmptype,proxy
DEH1MC1,BGP,Network Services,,179,,,,,
DEH1MC1,DHCP,Network Services,,,67-68,,,,
DEH1MC1,DNS,Network Services,,53,53,,,,
DEH1MC1,FINGER,,,79,,,disable,,
DEH1MC1,FTP,File Access,,21,,,,,
DEH1MC1,FTP_GET,File Access,,21,,,,,
DEH1MC1,FTP_PUT,File Access,,21,,,,,
DEH1MC1,GOPHER,,,70,,,disable,,
DEH1MC1,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DEH1MC1,HTTP,Web Access,,80,,,,,
DEH1MC1,HTTPS,Web Access,,443,,,,,
DEH1MC1,IKE,Tunneling,,,500 4500,,,,
DEH1MC1,IMAP,Email,,143,,,,,
DEH1MC1,IMAPS,Email,,993,,,,,
DEH1MC1,Internet-Locator-Service,,,389,,,disable,,
DEH1MC1,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DEH1MC1,L2TP,Tunneling,,1701,1701,,,,
DEH1MC1,LDAP,Authentication,,389,,,,,
DEH1MC1,NetMeeting,,,1720,,,disable,,
DEH1MC1,NFS,File Access,,111 2049,111 2049,,,,
DEH1MC1,NNTP,,,119,,,disable,,
DEH1MC1,NTP,Network Services,,123,123,,,,
DEH1MC1,OSPF,Network Services,IP,,,89,,,
DEH1MC1,PC-Anywhere,Remote Access,,5631,5632,,,,
DEH1MC1,PING,Network Services,ICMP,,,,,8,
DEH1MC1,TIMESTAMP,,ICMP,,,,disable,13,
DEH1MC1,INFO_REQUEST,,ICMP,,,,disable,15,
DEH1MC1,INFO_ADDRESS,,ICMP,,,,disable,17,
DEH1MC1,ONC-RPC,Remote Access,,111,111,,,,
DEH1MC1,DCE-RPC,Remote Access,,135,135,,,,
DEH1MC1,POP3,Email,,110,,,,,
DEH1MC1,POP3S,Email,,995,,,,,
DEH1MC1,PPTP,Tunneling,,1723,,,,,
DEH1MC1,QUAKE,,,,26000 27000 27910 27960,,disable,,
DEH1MC1,RAUDIO,,,,7070,,disable,,
DEH1MC1,REXEC,,,512,,,disable,,
DEH1MC1,RIP,Network Services,,,520,,,,
DEH1MC1,RLOGIN,,,513:512-1023,,,disable,,
DEH1MC1,RSH,,,514:512-1023,,,disable,,
DEH1MC1,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DEH1MC1,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DEH1MC1,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DEH1MC1,SAMBA,File Access,,139,,,,,
DEH1MC1,SMTP,Email,,25,,,,,
DEH1MC1,SMTPS,Email,,465,,,,,
DEH1MC1,SNMP,Network Services,,161-162,161-162,,,,
DEH1MC1,SSH,Remote Access,,22,,,,,
DEH1MC1,SYSLOG,Network Services,,,514,,,,
DEH1MC1,TALK,,,,517-518,,disable,,
DEH1MC1,TELNET,Remote Access,,23,,,,,
DEH1MC1,TFTP,File Access,,,69,,,,
DEH1MC1,MGCP,,,,2427 2727,,disable,,
DEH1MC1,UUCP,,,540,,,disable,,
DEH1MC1,VDOLIVE,,,7000-7010,,,disable,,
DEH1MC1,WAIS,,,210,,,disable,,
DEH1MC1,WINFRAME,,,1494 2598,,,disable,,
DEH1MC1,X-WINDOWS,Remote Access,,6000-6063,,,,,
DEH1MC1,PING6,,ICMP6,,,,disable,128,
DEH1MC1,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DEH1MC1,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DEH1MC1,RDP,Remote Access,,3389,,,,,
DEH1MC1,VNC,Remote Access,,5900,,,,,
DEH1MC1,DHCP6,Network Services,,,546 547,,,,
DEH1MC1,SQUID,Tunneling,,3128,,,,,
DEH1MC1,SOCKS,Tunneling,,1080,1080,,,,
DEH1MC1,WINS,Remote Access,,1512,1512,,,,
DEH1MC1,RADIUS,Authentication,,,1812 1813,,,,
DEH1MC1,RADIUS-OLD,,,,1645 1646,,disable,,
DEH1MC1,CVSPSERVER,,,2401,2401,,disable,,
DEH1MC1,AFS3,File Access,,7000-7009,7000-7009,,,,
DEH1MC1,TRACEROUTE,Network Services,,,33434-33535,,,,
DEH1MC1,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DEH1MC1,MMS,,,1755,1024-5000,,disable,,
DEH1MC1,KERBEROS,Authentication,,88 464,88 464,,,,
DEH1MC1,LDAP_UDP,Authentication,,,389,,,,
DEH1MC1,SMB,File Access,,445,,,,,
DEH1MC1,NONE,,,0,,,disable,,
DEH1MC1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DEH1MC2,ALL,General,IP,,,,,,
DEH1MC2,ALL_TCP,General,,1-65535,,,,,
DEH1MC2,ALL_UDP,General,,,1-65535,,,,
DEH1MC2,ALL_ICMP,General,ICMP,,,,,,
DEH1MC2,ALL_ICMP6,General,ICMP6,,,,,,
DEH1MC2,GRE,Tunneling,IP,,,47,,,
DEH1MC2,AH,Tunneling,IP,,,51,,,
DEH1MC2,ESP,Tunneling,IP,,,50,,,
DEH1MC2,AOL,,,5190-5194,,,disable,,
DEH1MC2,BGP,Network Services,,179,,,,,
DEH1MC2,DHCP,Network Services,,,67-68,,,,
DEH1MC2,DNS,Network Services,,53,53,,,,
DEH1MC2,FINGER,,,79,,,disable,,
DEH1MC2,FTP,File Access,,21,,,,,
DEH1MC2,FTP_GET,File Access,,21,,,,,
DEH1MC2,FTP_PUT,File Access,,21,,,,,
DEH1MC2,GOPHER,,,70,,,disable,,
DEH1MC2,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DEH1MC2,HTTP,Web Access,,80,,,,,
DEH1MC2,HTTPS,Web Access,,443,,,,,
DEH1MC2,IKE,Tunneling,,,500 4500,,,,
DEH1MC2,IMAP,Email,,143,,,,,
DEH1MC2,IMAPS,Email,,993,,,,,
DEH1MC2,Internet-Locator-Service,,,389,,,disable,,
DEH1MC2,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DEH1MC2,L2TP,Tunneling,,1701,1701,,,,
DEH1MC2,LDAP,Authentication,,389,,,,,
DEH1MC2,NetMeeting,,,1720,,,disable,,
DEH1MC2,NFS,File Access,,111 2049,111 2049,,,,
DEH1MC2,NNTP,,,119,,,disable,,
DEH1MC2,NTP,Network Services,,123,123,,,,
DEH1MC2,OSPF,Network Services,IP,,,89,,,
DEH1MC2,PC-Anywhere,Remote Access,,5631,5632,,,,
DEH1MC2,PING,Network Services,ICMP,,,,,8,
DEH1MC2,TIMESTAMP,,ICMP,,,,disable,13,
DEH1MC2,INFO_REQUEST,,ICMP,,,,disable,15,
DEH1MC2,INFO_ADDRESS,,ICMP,,,,disable,17,
DEH1MC2,ONC-RPC,Remote Access,,111,111,,,,
DEH1MC2,DCE-RPC,Remote Access,,135,135,,,,
DEH1MC2,POP3,Email,,110,,,,,
DEH1MC2,POP3S,Email,,995,,,,,
DEH1MC2,PPTP,Tunneling,,1723,,,,,
DEH1MC2,QUAKE,,,,26000 27000 27910 27960,,disable,,
DEH1MC2,RAUDIO,,,,7070,,disable,,
DEH1MC2,REXEC,,,512,,,disable,,
DEH1MC2,RIP,Network Services,,,520,,,,
DEH1MC2,RLOGIN,,,513:512-1023,,,disable,,
DEH1MC2,RSH,,,514:512-1023,,,disable,,
DEH1MC2,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DEH1MC2,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DEH1MC2,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DEH1MC2,SAMBA,File Access,,139,,,,,
DEH1MC2,SMTP,Email,,25,,,,,
DEH1MC2,SMTPS,Email,,465,,,,,
DEH1MC2,SNMP,Network Services,,161-162,161-162,,,,
DEH1MC2,SSH,Remote Access,,22,,,,,
DEH1MC2,SYSLOG,Network Services,,,514,,,,
DEH1MC2,TALK,,,,517-518,,disable,,
DEH1MC2,TELNET,Remote Access,,23,,,,,
DEH1MC2,TFTP,File Access,,,69,,,,
DEH1MC2,MGCP,,,,2427 2727,,disable,,
DEH1MC2,UUCP,,,540,,,disable,,
DEH1MC2,VDOLIVE,,,7000-7010,,,disable,,
DEH1MC2,WAIS,,,210,,,disable,,
DEH1MC2,WINFRAME,,,1494 2598,,,disable,,
DEH1MC2,X-WINDOWS,Remote Access,,6000-6063,,,,,
DEH1MC2,PING6,,ICMP6,,,,disable,128,
DEH1MC2,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DEH1MC2,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DEH1MC2,RDP,Remote Access,,3389,,,,,
DEH1MC2,VNC,Remote Access,,5900,,,,,
DEH1MC2,DHCP6,Network Services,,,546 547,,,,
DEH1MC2,SQUID,Tunneling,,3128,,,,,
DEH1MC2,SOCKS,Tunneling,,1080,1080,,,,
DEH1MC2,WINS,Remote Access,,1512,1512,,,,
DEH1MC2,RADIUS,Authentication,,,1812 1813,,,,
DEH1MC2,RADIUS-OLD,,,,1645 1646,,disable,,
DEH1MC2,CVSPSERVER,,,2401,2401,,disable,,
DEH1MC2,AFS3,File Access,,7000-7009,7000-7009,,,,
DEH1MC2,TRACEROUTE,Network Services,,,33434-33535,,,,
DEH1MC2,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DEH1MC2,MMS,,,1755,1024-5000,,disable,,
DEH1MC2,KERBEROS,Authentication,,88 464,88 464,,,,
DEH1MC2,LDAP_UDP,Authentication,,,389,,,,
DEH1MC2,SMB,File Access,,445,,,,,
DEH1MC2,NONE,,,0,,,disable,,
DEH1MC2,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DEH1TBP,ALL,General,IP,,,,,,
DEH1TBP,ALL_TCP,General,,1-65535,,,,,
DEH1TBP,ALL_UDP,General,,,1-65535,,,,
DEH1TBP,ALL_ICMP,General,ICMP,,,,,,
DEH1TBP,ALL_ICMP6,General,ICMP6,,,,,,
DEH1TBP,GRE,Tunneling,IP,,,47,,,
DEH1TBP,AH,Tunneling,IP,,,51,,,
DEH1TBP,ESP,Tunneling,IP,,,50,,,
DEH1TBP,AOL,,,5190-5194,,,disable,,
DEH1TBP,BGP,Network Services,,179,,,,,
DEH1TBP,DHCP,Network Services,,,67-68,,,,
DEH1TBP,DNS,Network Services,,53,53,,,,
DEH1TBP,FINGER,,,79,,,disable,,
DEH1TBP,FTP,File Access,,21,,,,,
DEH1TBP,FTP_GET,File Access,,21,,,,,
DEH1TBP,FTP_PUT,File Access,,21,,,,,
DEH1TBP,GOPHER,,,70,,,disable,,
DEH1TBP,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
DEH1TBP,HTTP,Web Access,,80,,,,,
DEH1TBP,HTTPS,Web Access,,443,,,,,
DEH1TBP,IKE,Tunneling,,,500 4500,,,,
DEH1TBP,IMAP,Email,,143,,,,,
DEH1TBP,IMAPS,Email,,993,,,,,
DEH1TBP,Internet-Locator-Service,,,389,,,disable,,
DEH1TBP,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
DEH1TBP,L2TP,Tunneling,,1701,1701,,,,
DEH1TBP,LDAP,Authentication,,389,,,,,
DEH1TBP,NetMeeting,,,1720,,,disable,,
DEH1TBP,NFS,File Access,,111 2049,111 2049,,,,
DEH1TBP,NNTP,,,119,,,disable,,
DEH1TBP,NTP,Network Services,,123,123,,,,
DEH1TBP,OSPF,Network Services,IP,,,89,,,
DEH1TBP,PC-Anywhere,Remote Access,,5631,5632,,,,
DEH1TBP,PING,Network Services,ICMP,,,,,8,
DEH1TBP,TIMESTAMP,,ICMP,,,,disable,13,
DEH1TBP,INFO_REQUEST,,ICMP,,,,disable,15,
DEH1TBP,INFO_ADDRESS,,ICMP,,,,disable,17,
DEH1TBP,ONC-RPC,Remote Access,,111,111,,,,
DEH1TBP,DCE-RPC,Remote Access,,135,135,,,,
DEH1TBP,POP3,Email,,110,,,,,
DEH1TBP,POP3S,Email,,995,,,,,
DEH1TBP,PPTP,Tunneling,,1723,,,,,
DEH1TBP,QUAKE,,,,26000 27000 27910 27960,,disable,,
DEH1TBP,RAUDIO,,,,7070,,disable,,
DEH1TBP,REXEC,,,512,,,disable,,
DEH1TBP,RIP,Network Services,,,520,,,,
DEH1TBP,RLOGIN,,,513:512-1023,,,disable,,
DEH1TBP,RSH,,,514:512-1023,,,disable,,
DEH1TBP,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
DEH1TBP,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
DEH1TBP,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
DEH1TBP,SAMBA,File Access,,139,,,,,
DEH1TBP,SMTP,Email,,25,,,,,
DEH1TBP,SMTPS,Email,,465,,,,,
DEH1TBP,SNMP,Network Services,,161-162,161-162,,,,
DEH1TBP,SSH,Remote Access,,22,,,,,
DEH1TBP,SYSLOG,Network Services,,,514,,,,
DEH1TBP,TALK,,,,517-518,,disable,,
DEH1TBP,TELNET,Remote Access,,23,,,,,
DEH1TBP,TFTP,File Access,,,69,,,,
DEH1TBP,MGCP,,,,2427 2727,,disable,,
DEH1TBP,UUCP,,,540,,,disable,,
DEH1TBP,VDOLIVE,,,7000-7010,,,disable,,
DEH1TBP,WAIS,,,210,,,disable,,
DEH1TBP,WINFRAME,,,1494 2598,,,disable,,
DEH1TBP,X-WINDOWS,Remote Access,,6000-6063,,,,,
DEH1TBP,PING6,,ICMP6,,,,disable,128,
DEH1TBP,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
DEH1TBP,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
DEH1TBP,RDP,Remote Access,,3389,,,,,
DEH1TBP,VNC,Remote Access,,5900,,,,,
DEH1TBP,DHCP6,Network Services,,,546 547,,,,
DEH1TBP,SQUID,Tunneling,,3128,,,,,
DEH1TBP,SOCKS,Tunneling,,1080,1080,,,,
DEH1TBP,WINS,Remote Access,,1512,1512,,,,
DEH1TBP,RADIUS,Authentication,,,1812 1813,,,,
DEH1TBP,RADIUS-OLD,,,,1645 1646,,disable,,
DEH1TBP,CVSPSERVER,,,2401,2401,,disable,,
DEH1TBP,AFS3,File Access,,7000-7009,7000-7009,,,,
DEH1TBP,TRACEROUTE,Network Services,,,33434-33535,,,,
DEH1TBP,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
DEH1TBP,MMS,,,1755,1024-5000,,disable,,
DEH1TBP,KERBEROS,Authentication,,88 464,88 464,,,,
DEH1TBP,LDAP_UDP,Authentication,,,389,,,,
DEH1TBP,SMB,File Access,,445,,,,,
DEH1TBP,NONE,,,0,,,disable,,
DEH1TBP,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
DEH1TBP,Port_to_BMC,,,2059 1828-1838 3181-3183,162,,,,
DEH1TBP,Port_from_BMC,,,1828-1838 3181 3281 3381 3481 3581 3681 3781 3881 3981,,,,,
DEH1TBP,Port_SEPM,,,22 80 137-139 443 445 2967 8014,,,,,
DEH1TBP,UDP/123,,,,123,,,,
DEH1TBP,TCP/22,,,22,,,,,
DEH1TBP,TCP/80,,,80,,,,,
DEH1TBP,PORT_PATCH_MGT,,,137-139 443 445 3121 3389,,,,,
DEH1TBP,PORT_AD_TCP,,,53 88 123 135 139 389 445 464 636 3268-3269 1024-3388 3390-65535,,,,,
DEH1TBP,PORT_AD_UDP,,,,53 88 123 135 138 389 445 464 1024-65535,,,,
DEH1TBP,PORT_HP_ILO,,,22 23 80 443 623 3002 3389 9300 17988 17990,,,,,
DEH1TBP,PORT_SCOM,,,80 443 5723,,,,,
DEH1TBP,PORT_TRENDMICRO,,,8080 11267,,,,,
DEH1TBP,TCP/3389,,,3389,,,,,
DEH1TBP,TCP/1688,,,1688,,,,,
DEH1TBP,PORT_SCCM,,,80 135 389 443 445 636 2701 3268-3269 10123,135 636,,,,
DEH1TBP,TCP/12024-12025,,,12024-12025,,,,,
DEH1TBP,TCP/8080,,,8080,,,,,
DEH1TBP,TCP/443,,,443,,,,,
DEH1TBP,TCP/9901,,,9901,,,,,
DEH1TBP,TCP/8801,,,8801,,,,,
DEH1TBP,TCP/12024-12027,,,12024-12027,,,,,
DEH1TBP,TCP/8443,,,8443,,,,,
DEH1TBP,TCP/8082-8083,,,8082-8083,,,,,
DEH1TBP,TCP/8090-8093,,,8090-8093,,,,,
DEH1TBP,TCP/34001-34004,,,34001-34004,,,,,
DEH1TBP,TCP/10022,,,10022,,,,,
DEH1TBP,TCP/14030,,,14030,,,,,
DEH1TBP,TCP/3010,,,3010,,,,,
DEH1TBP,TCP/8081,,,8081,,,,,
DEH1TBP,TCP/8444,,,8444,,,,,
DEH1TBP,TCP/18082-18083,,,18082-18083,,,,,
DEH1TBP,TCP/32001-32004,,,32001-32004,,,,,
DEH1TBP,TCP/33001-33004,,,33001-33004,,,,,
DEH1TBP,TCP/29109-29110,,,29109-29110,,,,,
DEH1TBP,TCP/61001-61002,,,61001-61002,,,,,
DEH1TBP,TCP/62001-62004,,,62001-62004,,,,,
DEH1TBP,TCP/6800,,,6800,,,,,
DEH1TBP,TCP/1435,,,1435,,,,,
DEH1TBP,TCP/139,,,139,,,,,
DEH1TBP,TCP/445,,,445,,,,,
DEH1TBP,TCP/1433-1434,,,1433-1434,,,,,
DEH1TBP,TCP/1433-1435,,,1433-1435,,,,,
DEH1TBP,TCP/8025,,,8025,,,,,
DEH1TBP,TCP/8026,,,8026,,,,,
DEH1TBP,TCP/8028,,,8028,,,,,
DEH1TBP,TCP/8032,,,8032,,,,,
DEH1TBP,TCP/8099,,,8099,,,,,
DEH1TBP,TCP/21,,,21,,,,,
DEH1TBP,TCP_10022,,,10022,,,,,
DEH1TBP,TCP_14002,,,14002,,,,,
DEH1TBP,TCP_22,,,22,,,,,
DEH1TBP,TCP_30001-30010,,,30001-30010,,,,,
DEH1TBP,TCP_55455,,,55455,,,,,
DEH1TBP,TCP_12024,,,12024,,,,,
DEH1TBP,TCP_12025,,,12025,,,,,
DEH1TBP,TCP_389,,,389,,,,,
DEH1TBP,UDP_51000-51009,,,,51000-51009,,,,
DEH1TBP,TCP_2059,,,2059,,,,,
DEH1TBP,TCP_1828-1838,,,1828-1838,,,,,
DEH1TBP,TCP_3181-3183,,,3181-3183,,,,,
DEH1TBP,UDP_162,,,,162,,,,
DEH1TBP,TCP_21,,,21,,,,,
